1
2
3
4
5
6
7
8
10
12
14
17
21
26
31
37
45
55
66
80
97
118
142
172
209
252
305
370
447
541
655
793
959
1161
1404
1699
2057
2489
3012
3644
4410
5337
6458
7815
9457
11445
13849
16759
20281
24542
29699
35940
43491
52630
63688
77070
93264
112861
136576
165273
200000
