sample_index,time_s,time_error_s
6423,64.23,-6.56833449767089e-10
6424,64.24,-6.45224950574593e-10
6425,64.25,-6.39182617761434e-10
6426,64.26,-6.45286602202745e-10
6427,64.27,-6.42504052938647e-10
6428,64.28,-6.43217258664882e-10
6429,64.29,-6.43444093114226e-10
6430,64.3,-6.48359910019547e-10
6431,64.31,-6.5150311912779e-10
6432,64.32,-6.47575851805006e-10
6433,64.33,-6.47964222166773e-10
6434,64.34,-6.51327568736023e-10
6435,64.35,-6.52788916212578e-10
6436,64.36,-6.46841913175514e-10
6437,64.37,-6.43137835480536e-10
6438,64.38,-6.48621595437349e-10
6439,64.39,-6.50186724938191e-10
6440,64.4,-6.55071749321226e-10
6441,64.41,-6.4429488707565e-10
6442,64.42,-6.42806515156883e-10
6443,64.43,-6.42152812488275e-10
6444,64.44,-6.39315779594009e-10
6445,64.45,-6.40394073363159e-10
6446,64.46,-6.35500341158167e-10
6447,64.47,-6.35153662031315e-10
6448,64.48,-6.39135897707857e-10
6449,64.49,-6.47278367026398e-10
6450,64.5,-6.46229185102269e-10
6451,64.51,-6.36907081759444e-10
6452,64.52,-6.38991233088396e-10
6453,64.53,-6.3629133689496e-10
6454,64.54,-6.3184129216181e-10
6455,64.55,-6.33279755109784e-10
6456,64.56,-6.41588079235636e-10
6457,64.57,-6.47603858252855e-10
6458,64.58,-6.43103760994704e-10
6459,64.59,-6.48160178062386e-10
6460,64.6,-6.49835857205792e-10
6461,64.61,-6.49753275840765e-10
6462,64.62,-6.46594655128318e-10
6463,64.63,-6.52363585065253e-10
6464,64.64,-6.53773278046114e-10
6465,64.65,-6.53643504968879e-10
6466,64.66,-6.5243155232958e-10
6467,64.67,-6.42120331839951e-10
6468,64.68,-6.45653765469031e-10
6469,64.69,-6.43506899138221e-10
6470,64.7,-6.41081097734836e-10
6471,64.71,-6.3990375263359e-10
6472,64.72,-6.36976881428604e-10
6473,64.73,-6.38774781007671e-10
6474,64.74,-6.44439552586893e-10
6475,64.75,-6.39935026541067e-10
6476,64.76,-6.39046540340141e-10
6477,64.77,-6.38053806776724e-10
6478,64.78,-6.40440191254817e-10
6479,64.79,-6.33449320448398e-10
6480,64.8,-6.3267298226067e-10
6481,64.81,-6.3826957804481e-10
6482,64.82,-6.38875595262878e-10
6483,64.83,-6.36229487114413e-10
6484,64.84,-6.3103345452331e-10
6485,64.85,-6.31072110913232e-10
6486,64.86,-6.28100175807572e-10
6487,64.87,-6.31695131967531e-10
6488,64.88,-6.32382957394111e-10
6489,64.89,-6.24375138510867e-10
6490,64.9,-6.20405759211516e-10
6491,64.91,-6.15743119813481e-10
6492,64.92,-6.10570751603128e-10
6493,64.93,-6.14628280430693e-10
6494,64.94,-6.09240937597544e-10
6495,64.95,-6.11818933116955e-10
6496,64.96,-6.16530226751446e-10
6497,64.97,-6.21014747911288e-10
6498,64.98,-6.22173219095862e-10
6499,64.99,-6.24457087065068e-10
6500,65,-6.25595804014106e-10
6501,65.01,-6.32967087035651e-10
6502,65.02,-6.36160730667162e-10
6503,65.03,-6.35075412714472e-10
6504,65.04,-6.36229650335648e-10
6505,65.05,-6.38353432986749e-10
6506,65.06,-6.33200474279371e-10
6507,65.07,-6.28632761012183e-10
6508,65.08,-6.27107886805789e-10
6509,65.09,-6.31800773596508e-10
6510,65.1,-6.28425508528675e-10
6511,65.11,-6.36122568002326e-10
6512,65.12,-6.40444441099294e-10
6513,65.13,-6.43166185598799e-10
6514,65.14,-6.3572903571096e-10
6515,65.15,-6.37308668510213e-10
6516,65.16,-6.47406516228898e-10
6517,65.17,-6.53654818685411e-10
6518,65.18,-6.4758194162601e-10
6519,65.19,-6.45423528568955e-10
6520,65.2,-6.51394604150194e-10
6521,65.21,-6.51049613069451e-10
6522,65.22,-6.50861705158093e-10
6523,65.23,-6.47479348928445e-10
6524,65.24,-6.53200594608356e-10
6525,65.25,-6.5202770799719e-10
6526,65.26,-6.55434168099773e-10
6527,65.27,-6.52582558037341e-10
6528,65.28,-6.59442791371345e-10
6529,65.29,-6.61214033645771e-10
6530,65.3,-6.64446764529818e-10
6531,65.31,-6.64485943600558e-10
6532,65.32,-6.73996931355091e-10
6533,65.33,-6.68182988244354e-10
6534,65.34,-6.72418496460075e-10
6535,65.35,-6.70595073960381e-10
6536,65.36,-6.6731491275566e-10
6537,65.37,-6.66446587131474e-10
6538,65.38,-6.61977296828064e-10
6539,65.39,-6.59966951947846e-10
6540,65.4,-6.62933447372654e-10
6541,65.41,-6.59229488029456e-10
6542,65.42,-6.61938757229395e-10
6543,65.43,-6.61734559787225e-10
6544,65.44,-6.61210267635983e-10
6545,65.45,-6.62729493702393e-10
6546,65.46,-6.65679839423301e-10
6547,65.47,-6.66730239520008e-10
6548,65.48,-6.59998378710091e-10
6549,65.49,-6.55322875115413e-10
6550,65.5,-6.54945909642893e-10
6551,65.51,-6.53523085312127e-10
6552,65.52,-6.48626231952732e-10
6553,65.53,-6.55064211733729e-10
6554,65.54,-6.59517810695578e-10
6555,65.55,-6.57738699800723e-10
6556,65.56,-6.55225718690306e-10
6557,65.57,-6.54125120552489e-10
6558,65.58,-6.5526205450872e-10
6559,65.59,-6.63574132454892e-10
6560,65.6,-6.64282971479178e-10
6561,65.61,-6.68418825053133e-10
6562,65.62,-6.7213122858139e-10
6563,65.63,-6.65904004723435e-10
6564,65.64,-6.76524300252197e-10
6565,65.65,-6.70043632864158e-10
6566,65.66,-6.70414151905924e-10
6567,65.67,-6.69060236378346e-10
6568,65.68,-6.78160362148982e-10
6569,65.69,-6.79057146194227e-10
6570,65.7,-6.85791054486094e-10
6571,65.71,-6.75039554638912e-10
6572,65.72,-6.70402940735827e-10
6573,65.73,-6.70711007729109e-10
6574,65.74,-6.71517683294309e-10
6575,65.75,-6.65417812715742e-10
6576,65.76,-6.66496989566455e-10
6577,65.77,-6.7271348246105e-10
6578,65.78,-6.71451080880351e-10
6579,65.79,-6.67194635056747e-10
6580,65.8,-6.79237509013295e-10
6581,65.81,-6.8283559348219e-10
6582,65.82,-6.7887163959125e-10
6583,65.83,-6.85765186998831e-10
6584,65.84,-6.94028514770726e-10
6585,65.85,-6.92565333586361e-10
6586,65.86,-6.84297980863773e-10
6587,65.87,-6.8478071534178e-10
6588,65.88,-6.72891513752371e-10
6589,65.89,-6.70520433077108e-10
6590,65.9,-6.7912282002039e-10
6591,65.91,-6.59516920232851e-10
6592,65.92,-6.58532370185153e-10
6593,65.93,-6.61822953520185e-10
6594,65.94,-6.65803860561813e-10
6595,65.95,-6.62690043572606e-10
6596,65.96,-6.60753146952531e-10
6597,65.97,-6.532993740788e-10
6598,65.98,-6.5698817579312e-10
6599,65.99,-6.62791443947082e-10
6600,66,-6.6497310623896e-10
6601,66.01,-6.71242995015337e-10
6602,66.02,-6.66647327871899e-10
6603,66.03,-6.60036930687165e-10
6604,66.04,-6.52790354665811e-10
6605,66.05,-6.57746056139473e-10
6606,66.06,-6.53661477842331e-10
6607,66.07,-6.56054936065958e-10
6608,66.08,-6.62290677495669e-10
6609,66.09,-6.54401100093494e-10
6610,66.1,-6.5384115742042e-10
6611,66.11,-6.5980047658521e-10
6612,66.12,-6.61294205446278e-10
6613,66.13,-6.63267860251614e-10
6614,66.14,-6.62356397308739e-10
6615,66.15,-6.62988004064523e-10
6616,66.16,-6.54815384370679e-10
6617,66.17,-6.58916498067553e-10
6618,66.18,-6.61200613422501e-10
6619,66.19,-6.61522967743699e-10
6620,66.2,-6.6164807620567e-10
6621,66.21,-6.63974127216983e-10
6622,66.22,-6.61163549515743e-10
6623,66.23,-6.53518920262438e-10
6624,66.24,-6.41551648534068e-10
6625,66.25,-6.34428161453494e-10
6626,66.26,-6.28802857394693e-10
6627,66.27,-6.28292762576551e-10
6628,66.28,-6.24336931796851e-10
6629,66.29,-6.25963629309651e-10
6630,66.3,-6.26729089620854e-10
6631,66.31,-6.30353126187258e-10
6632,66.32,-6.30767380011422e-10
6633,66.33,-6.33201816683017e-10
6634,66.34,-6.15596363524494e-10
6635,66.35,-6.174628300615e-10
6636,66.36,-6.20956350789614e-10
6637,66.37,-6.20857333466539e-10
6638,66.38,-6.28439941918282e-10
6639,66.39,-6.35218758643083e-10
6640,66.4,-6.39106889489674e-10
6641,66.41,-6.39848316503423e-10
6642,66.42,-6.41512062415623e-10
6643,66.43,-6.35102504099001e-10
6644,66.44,-6.28442042232473e-10
6645,66.45,-6.30286643215992e-10
6646,66.46,-6.33150650055305e-10
6647,66.47,-6.35055548982451e-10
6648,66.48,-6.33138059208469e-10
6649,66.49,-6.36097145392643e-10
6650,66.5,-6.45135328193414e-10
6651,66.51,-6.38976808416981e-10
6652,66.52,-6.39725107548425e-10
6653,66.53,-6.42320523756948e-10
6654,66.54,-6.46661073922732e-10
6655,66.55,-6.35161066559724e-10
6656,66.56,-6.2941398406038e-10
6657,66.57,-6.25061822847081e-10
6658,66.58,-6.25660664349382e-10
6659,66.59,-6.2546896946306e-10
6660,66.6,-6.15837703689242e-10
6661,66.61,-6.0659401762716e-10
6662,66.62,-6.09830478603991e-10
6663,66.63,-6.08134536944761e-10
6664,66.64,-6.13057759534588e-10
6665,66.65,-6.15668433736767e-10
6666,66.66,-6.11012683586257e-10
6667,66.67,-6.12503231363964e-10
6668,66.68,-6.02768715075698e-10
6669,66.69,-6.08775544934123e-10
6670,66.7,-6.08694301484221e-10
6671,66.71,-5.97642068228846e-10
6672,66.72,-5.92581906293048e-10
6673,66.73,-5.97696440181944e-10
6674,66.74,-5.98978369894568e-10
6675,66.75,-5.96857101358418e-10
6676,66.76,-6.00700179710846e-10
6677,66.77,-5.92594350531914e-10
6678,66.78,-5.85360750290824e-10
6679,66.79,-5.92102752333443e-10
6680,66.8,-5.99833301153643e-10
6681,66.81,-6.06294791666253e-10
6682,66.82,-6.01110828846425e-10
6683,66.83,-6.08132141960795e-10
6684,66.84,-6.09263325019662e-10
6685,66.85,-6.10286609529614e-10
6686,66.86,-6.09060719514223e-10
6687,66.87,-6.1909573173354e-10
6688,66.88,-6.23166569416961e-10
6689,66.89,-6.17521004629968e-10
6690,66.9,-6.09996512250695e-10
6691,66.91,-6.05124573962194e-10
6692,66.92,-6.09073373301212e-10
6693,66.93,-6.1189794390205e-10
6694,66.94,-6.09719836947143e-10
6695,66.95,-6.17904986026947e-10
6696,66.96,-6.10755509429373e-10
6697,66.97,-6.09046228404824e-10
6698,66.98,-6.13545396038268e-10
6699,66.99,-6.03752253517295e-10
6700,67,-5.93539589579977e-10
6701,67.01,-5.98151318971858e-10
6702,67.02,-5.97874523840271e-10
6703,67.03,-6.01809855374364e-10
6704,67.04,-6.03126996059311e-10
6705,67.05,-6.07125762721953e-10
6706,67.06,-6.06447219685601e-10
6707,67.07,-6.01273735139799e-10
6708,67.08,-6.01480418020838e-10
6709,67.09,-6.09692824211285e-10
6710,67.1,-6.07987268417431e-10
6711,67.11,-6.0993719570977e-10
6712,67.12,-6.05772018604167e-10
6713,67.13,-6.06841150172717e-10
6714,67.14,-6.09841204172945e-10
6715,67.15,-6.14872678184931e-10
6716,67.16,-6.10044953609314e-10
6717,67.17,-6.11598436871863e-10
6718,67.18,-6.11060283899224e-10
6719,67.19,-6.13214358670525e-10
6720,67.2,-6.16095018599599e-10
6721,67.21,-6.16984653444285e-10
6722,67.22,-6.19314431025641e-10
6723,67.23,-6.22657616045487e-10
6724,67.24,-6.27764254451739e-10
6725,67.25,-6.27746186718753e-10
6726,67.26,-6.28550058050535e-10
6727,67.27,-6.22876730322352e-10
6728,67.28,-6.13420307828613e-10
6729,67.29,-6.15838596444908e-10
6730,67.3,-6.15943987548044e-10
6731,67.31,-6.12869781175499e-10
6732,67.32,-6.10220893073889e-10
6733,67.33,-6.20850519498931e-10
6734,67.34,-6.2339949705264e-10
6735,67.35,-6.24518038548755e-10
6736,67.36,-6.29798947410196e-10
6737,67.37,-6.36845148733321e-10
6738,67.38,-6.44995371423405e-10
6739,67.39,-6.41959426663492e-10
6740,67.4,-6.46747197691408e-10
6741,67.41,-6.52636171285117e-10
6742,67.42,-6.55649843072828e-10
6743,67.43,-6.49184139953776e-10
6744,67.44,-6.44585263428164e-10
6745,67.45,-6.44888084915468e-10
6746,67.46,-6.45573155763484e-10
6747,67.47,-6.42688366107878e-10
6748,67.48,-6.50841040374628e-10
6749,67.49,-6.56252954135469e-10
6750,67.5,-6.59063084841632e-10
6751,67.51,-6.65573668085103e-10
6752,67.52,-6.67863715540995e-10
6753,67.53,-6.61451439673158e-10
6754,67.54,-6.60671248879836e-10
6755,67.55,-6.62558319391647e-10
6756,67.56,-6.5226564592987e-10
6757,67.57,-6.56475775561187e-10
6758,67.58,-6.63065846881189e-10
6759,67.59,-6.61289547417648e-10
6760,67.6,-6.59238706060633e-10
6761,67.61,-6.67383408847635e-10
6762,67.62,-6.68564290239086e-10
6763,67.63,-6.66643769786011e-10
6764,67.64,-6.6242790294798e-10
6765,67.65,-6.58879403874829e-10
6766,67.66,-6.62394872051509e-10
6767,67.67,-6.68537828202158e-10
6768,67.68,-6.68798790504357e-10
6769,67.69,-6.70905586467367e-10
6770,67.7,-6.6441278093955e-10
6771,67.71,-6.64883757050297e-10
6772,67.72,-6.68198620281596e-10
6773,67.73,-6.64821535699799e-10
6774,67.74,-6.65201353127742e-10
6775,67.75,-6.67869715566913e-10
6776,67.76,-6.62780772859197e-10
6777,67.77,-6.56994168829437e-10
6778,67.78,-6.56490972173132e-10
6779,67.79,-6.59653477127451e-10
6780,67.8,-6.58659835446573e-10
6781,67.81,-6.5228613630127e-10
6782,67.82,-6.5565935623937e-10
6783,67.83,-6.60961701442989e-10
6784,67.84,-6.4891563826636e-10
6785,67.85,-6.58952167050056e-10
6786,67.86,-6.56024573973434e-10
6787,67.87,-6.5627734368839e-10
6788,67.88,-6.56652528050316e-10
6789,67.89,-6.63943464552724e-10
6790,67.9,-6.56123870980786e-10
6791,67.91,-6.5845137669623e-10
6792,67.92,-6.5768346642363e-10
6793,67.93,-6.55351225177329e-10
6794,67.94,-6.52396974399584e-10
6795,67.95,-6.45132338349647e-10
6796,67.96,-6.44515081885067e-10
6797,67.97,-6.47379088078753e-10
6798,67.98,-6.34871655000631e-10
6799,67.99,-6.31237850996917e-10
6800,68,-6.33937258443938e-10
6801,68.01,-6.41071429882264e-10
6802,68.02,-6.3235166359033e-10
6803,68.03,-6.35470018998932e-10
6804,68.04,-6.330579267459e-10
6805,68.05,-6.33076574517866e-10
6806,68.06,-6.35172769672265e-10
6807,68.07,-6.33482354482477e-10
6808,68.08,-6.41233311598154e-10
6809,68.09,-6.43136139245614e-10
6810,68.1,-6.42697606090439e-10
6811,68.11,-6.43569997953549e-10
6812,68.12,-6.40370420660379e-10
6813,68.13,-6.36267707142163e-10
6814,68.14,-6.34084329032145e-10
6815,68.15,-6.42937086131809e-10
6816,68.16,-6.47698910446442e-10
6817,68.17,-6.46786124538978e-10
6818,68.18,-6.41102820947734e-10
6819,68.19,-6.36912365727275e-10
6820,68.2,-6.31885053722824e-10
6821,68.21,-6.36658158767456e-10
6822,68.22,-6.37170638490531e-10
6823,68.23,-6.3793735810298e-10
6824,68.24,-6.42451828221114e-10
6825,68.25,-6.53385832382682e-10
6826,68.26,-6.43593238145796e-10
6827,68.27,-6.46916538457973e-10
6828,68.28,-6.51701361366171e-10
6829,68.29,-6.55547751300973e-10
6830,68.3,-6.44998864881607e-10
6831,68.31,-6.44106085343097e-10
6832,68.32,-6.41752820119661e-10
6833,68.33,-6.3396828792729e-10
6834,68.34,-6.37625864263998e-10
6835,68.35,-6.36707398763098e-10
6836,68.36,-6.45408610309132e-10
6837,68.37,-6.49953165135112e-10
6838,68.38,-6.45831408725136e-10
6839,68.39,-6.40798581877585e-10
6840,68.4,-6.43117748869801e-10
6841,68.41,-6.44824398299692e-10
6842,68.42,-6.44309416576007e-10
6843,68.43,-6.47664939361601e-10
6844,68.44,-6.48645161044547e-10
6845,68.45,-6.45878202921958e-10
6846,68.46,-6.49773972648023e-10
6847,68.47,-6.55664112653801e-10
6848,68.48,-6.55607964347888e-10
6849,68.49,-6.53599829820555e-10
6850,68.5,-6.60247241987327e-10
6851,68.51,-6.631878508074e-10
6852,68.52,-6.66819416135272e-10
6853,68.53,-6.64394009284606e-10
6854,68.54,-6.63621753851119e-10
6855,68.55,-6.60079814784011e-10
6856,68.56,-6.49519528155542e-10
6857,68.57,-6.43949399258737e-10
6858,68.58,-6.42660703194153e-10
6859,68.59,-6.43025371690082e-10
6860,68.6,-6.52345023523828e-10
6861,68.61,-6.4405287404854e-10
6862,68.62,-6.44416016364128e-10
6863,68.63,-6.41002671009691e-10
6864,68.64,-6.43858501004439e-10
6865,68.65,-6.42593766958501e-10
6866,68.66,-6.41708283997087e-10
6867,68.67,-6.43391584552681e-10
6868,68.68,-6.34972072383081e-10
6869,68.69,-6.44559346831034e-10
6870,68.7,-6.45359637334569e-10
6871,68.71,-6.44751084319022e-10
6872,68.72,-6.43335602177642e-10
6873,68.73,-6.38873324907354e-10
6874,68.74,-6.40761252026424e-10
6875,68.75,-6.40391702254916e-10
6876,68.76,-6.49987795590587e-10
6877,68.77,-6.47312385724932e-10
6878,68.78,-6.49830705992197e-10
6879,68.79,-6.45547032602131e-10
6880,68.8,-6.56298659515537e-10
6881,68.81,-6.59249654022142e-10
6882,68.82,-6.5996116113106e-10
6883,68.83,-6.51896170099231e-10
6884,68.84,-6.51938288688039e-10
6885,68.85,-6.45796076751888e-10
6886,68.86,-6.45941569207279e-10
6887,68.87,-6.46282868061249e-10
6888,68.88,-6.55948122212802e-10
6889,68.89,-6.518291805887e-10
6890,68.9,-6.5645627376389e-10
6891,68.91,-6.5138201812694e-10
6892,68.92,-6.45666916079892e-10
6893,68.93,-6.44439321995232e-10
6894,68.94,-6.44790061085714e-10
6895,68.95,-6.42703037520055e-10
6896,68.96,-6.38219378404089e-10
6897,68.97,-6.43873748380711e-10
6898,68.98,-6.43113650431839e-10
6899,68.99,-6.49998058622902e-10
6900,69,-6.50602244783837e-10
6901,69.01,-6.59993660560179e-10
6902,69.02,-6.65217420240535e-10
6903,69.03,-6.66152888838427e-10
6904,69.04,-6.66765195084527e-10
6905,69.05,-6.63297237658029e-10
6906,69.06,-6.68080568979899e-10
6907,69.07,-6.68367079857159e-10
6908,69.08,-6.70663525320628e-10
6909,69.09,-6.69078351603091e-10
6910,69.1,-6.66043351314517e-10
6911,69.11,-6.65215932448462e-10
6912,69.12,-6.64506250093086e-10
6913,69.13,-6.66444032852325e-10
6914,69.14,-6.63048402440339e-10
6915,69.15,-6.6407914475377e-10
6916,69.16,-6.64366727801783e-10
6917,69.17,-6.63834373571047e-10
6918,69.18,-6.7214983107032e-10
6919,69.19,-6.69834666128374e-10
6920,69.2,-6.68393561285607e-10
6921,69.21,-6.69391509863769e-10
6922,69.22,-6.84644914482842e-10
6923,69.23,-6.91003030723145e-10
6924,69.24,-6.82665101887343e-10
6925,69.25,-6.80181469482899e-10
6926,69.26,-6.82662267493927e-10
6927,69.27,-6.84574495163528e-10
6928,69.28,-6.83565524688943e-10
6929,69.29,-6.7597634682875e-10
6930,69.3,-6.84539945418595e-10
6931,69.31,-6.87801309702752e-10
6932,69.32,-6.76201876877173e-10
6933,69.33,-6.82266962957904e-10
6934,69.34,-6.94021685296666e-10
6935,69.35,-6.75797758018811e-10
6936,69.36,-6.74604971062546e-10
6937,69.37,-6.77537197988885e-10
6938,69.38,-6.84060649577778e-10
6939,69.39,-6.92787779732384e-10
6940,69.4,-6.96711443469361e-10
6941,69.41,-6.85338794132497e-10
6942,69.42,-6.86870778341824e-10
6943,69.43,-6.84482667327426e-10
6944,69.44,-6.81123840139721e-10
6945,69.45,-6.82758225749295e-10
6946,69.46,-6.85784235490716e-10
6947,69.47,-6.85658694545128e-10
6948,69.48,-6.81071479133001e-10
6949,69.49,-6.77477704498921e-10
6950,69.5,-6.79058971459879e-10
6951,69.51,-6.78669828155361e-10
6952,69.52,-6.70322874400994e-10
6953,69.53,-6.76106338031265e-10
6954,69.54,-6.75490664991624e-10
6955,69.55,-6.68991774736115e-10
6956,69.56,-6.69575406835016e-10
6957,69.57,-6.70019431265846e-10
6958,69.58,-6.72577690005811e-10
6959,69.59,-6.75730895296287e-10
6960,69.6,-6.77090313035966e-10
6961,69.61,-6.67510444920603e-10
6962,69.62,-6.72947662375504e-10
6963,69.63,-6.73641020124693e-10
6964,69.64,-6.7094793187804e-10
6965,69.65,-6.77873193740737e-10
6966,69.66,-6.77755629037598e-10
6967,69.67,-6.71411069030857e-10
6968,69.68,-6.67620348820478e-10
6969,69.69,-6.63673340086763e-10
6970,69.7,-6.60344125565137e-10
6971,69.71,-6.68122457709919e-10
6972,69.72,-6.60147780256485e-10
6973,69.73,-6.65556378660323e-10
6974,69.74,-6.61140436277304e-10
6975,69.75,-6.62865253544399e-10
6976,69.76,-6.55537677555687e-10
6977,69.77,-6.51867190782286e-10
6978,69.78,-6.45811562507259e-10
6979,69.79,-6.50416140748441e-10
6980,69.8,-6.50844928865423e-10
6981,69.81,-6.49532260593876e-10
6982,69.82,-6.44791736432469e-10
6983,69.83,-6.49285356523569e-10
6984,69.84,-6.44422560055923e-10
6985,69.85,-6.36085286151929e-10
6986,69.86,-6.40313039303485e-10
6987,69.87,-6.3541514054074e-10
6988,69.88,-6.35483951590002e-10
6989,69.89,-6.36454048958262e-10
6990,69.9,-6.38813363000736e-10
6991,69.91,-6.37408125896766e-10
6992,69.92,-6.35933622284189e-10
6993,69.93,-6.38220896873666e-10
6994,69.94,-6.36177723737153e-10
6995,69.95,-6.33184001553391e-10
6996,69.96,-6.29635352146595e-10
6997,69.97,-6.37675405028564e-10
6998,69.98,-6.34890207490757e-10
6999,69.99,-6.35650165649814e-10
7000,70,-6.38449226652212e-10
7001,70.01,-6.44939586178465e-10
7002,70.02,-6.45005702250107e-10
7003,70.03,-6.39864708348383e-10
7004,70.04,-6.42248504035953e-10
7005,70.05,-6.39121308821982e-10
7006,70.06,-6.42402539390411e-10
7007,70.07,-6.43280031652063e-10
7008,70.08,-6.34669981765228e-10
7009,70.09,-6.31024139478945e-10
7010,70.1,-6.35095411334689e-10
7011,70.11,-6.35302511963368e-10
7012,70.12,-6.44271625724486e-10
7013,70.13,-6.45347954241068e-10
7014,70.14,-6.42106457144146e-10
7015,70.15,-6.38098228115478e-10
7016,70.16,-6.4210506490853e-10
7017,70.17,-6.35930710417152e-10
7018,70.18,-6.35337259375531e-10
7019,70.19,-6.367697018732e-10
7020,70.2,-6.36962333919286e-10
7021,70.21,-6.3446835502185e-10
7022,70.22,-6.34272173369417e-10
7023,70.23,-6.34865494446161e-10
7024,70.24,-6.35073893886518e-10
7025,70.25,-6.42395608757722e-10
7026,70.26,-6.35184598296071e-10
7027,70.27,-6.35309284217616e-10
7028,70.28,-6.39550802731774e-10
7029,70.29,-6.35887164358566e-10
7030,70.3,-6.31324926695659e-10
7031,70.31,-6.22730308091602e-10
7032,70.32,-6.252834213266e-10
7033,70.33,-6.34171779458878e-10
7034,70.34,-6.3439221704963e-10
7035,70.35,-6.44651127694711e-10
7036,70.36,-6.39781404615337e-10
7037,70.37,-6.44697988445865e-10
7038,70.38,-6.48343076858849e-10
7039,70.39,-6.50524489912066e-10
7040,70.4,-6.52298256148285e-10
7041,70.41,-6.44126546760949e-10
7042,70.42,-6.45141812759832e-10
7043,70.43,-6.52643189918442e-10
7044,70.44,-6.54102984254539e-10
7045,70.45,-6.5392820156298e-10
7046,70.46,-6.6168718101996e-10
7047,70.47,-6.61273909150573e-10
7048,70.48,-6.60819075822086e-10
7049,70.49,-6.59480548234194e-10
7050,70.5,-6.46056321405041e-10
7051,70.51,-6.49775576232153e-10
7052,70.52,-6.55792239822451e-10
7053,70.53,-6.61801262167162e-10
7054,70.54,-6.57630007424353e-10
7055,70.55,-6.46870022510667e-10
7056,70.56,-6.41129304985762e-10
7057,70.57,-6.4783184599868e-10
7058,70.58,-6.42363785047719e-10
7059,70.59,-6.43716345966557e-10
7060,70.6,-6.47312564127854e-10
7061,70.61,-6.52744657809647e-10
7062,70.62,-6.51793886062716e-10
7063,70.63,-6.53986825877052e-10
7064,70.64,-6.54039633295776e-10
7065,70.65,-6.51948770823365e-10
7066,70.66,-6.48740374635495e-10
7067,70.67,-6.45526082581176e-10
7068,70.68,-6.47707233801496e-10
7069,70.69,-6.41008804350277e-10
7070,70.7,-6.39404101464607e-10
7071,70.71,-6.45852720620217e-10
7072,70.72,-6.45225880196855e-10
7073,70.73,-6.50079431528828e-10
7074,70.74,-6.52910236345267e-10
7075,70.75,-6.50262823939241e-10
7076,70.76,-6.44354067161361e-10
7077,70.77,-6.47269883789242e-10
7078,70.78,-6.42945157076553e-10
7079,70.79,-6.37613822126222e-10
7080,70.8,-6.2793604652907e-10
7081,70.81,-6.33788157448507e-10
7082,70.82,-6.26449635531765e-10
7083,70.83,-6.28525475417329e-10
7084,70.84,-6.27376629747752e-10
7085,70.85,-6.41551794577794e-10
7086,70.86,-6.55759495279074e-10
7087,70.87,-6.49694887475819e-10
7088,70.88,-6.50719247797276e-10
7089,70.89,-6.53711987549073e-10
7090,70.9,-6.60521467292735e-10
7091,70.91,-6.58071157214004e-10
7092,70.92,-6.60732610382374e-10
7093,70.93,-6.62188313005296e-10
7094,70.94,-6.63658698402253e-10
7095,70.95,-6.63833656870154e-10
7096,70.96,-6.67381361052418e-10
7097,70.97,-6.69053184979678e-10
7098,70.98,-6.65227862095961e-10
7099,70.99,-6.64069981469829e-10
7100,71,-6.66581756196213e-10
7101,71.01,-6.59974019052968e-10
7102,71.02,-6.62937317245081e-10
7103,71.03,-6.71171608789378e-10
7104,71.04,-6.61623266568491e-10
7105,71.05,-6.59740100939996e-10
7106,71.06,-6.59200260727196e-10
7107,71.07,-6.6248107061351e-10
7108,71.08,-6.71105720537667e-10
7109,71.09,-6.69126332058804e-10
7110,71.1,-6.75472446537167e-10
7111,71.11,-6.75386543482346e-10
7112,71.12,-6.73963646466297e-10
7113,71.13,-6.7997886902696e-10
7114,71.14,-6.72490182772905e-10
7115,71.15,-6.67887681125732e-10
7116,71.16,-6.61162787840264e-10
7117,71.17,-6.6787763726694e-10
7118,71.18,-6.70371084553375e-10
7119,71.19,-6.70281606827359e-10
7120,71.2,-6.75837281655746e-10
7121,71.21,-6.63612984372135e-10
7122,71.22,-6.69727830255125e-10
7123,71.23,-6.69790316289918e-10
7124,71.24,-6.73647580122844e-10
7125,71.25,-6.70437240668714e-10
7126,71.26,-6.76763243752433e-10
7127,71.27,-6.77472208550865e-10
7128,71.28,-6.80401961034302e-10
7129,71.29,-6.73106876292483e-10
7130,71.3,-6.76074920731984e-10
7131,71.31,-6.71294941583254e-10
7132,71.32,-6.64518500863086e-10
7133,71.33,-6.67080108801288e-10
7134,71.34,-6.62931247334531e-10
7135,71.35,-6.66792036501294e-10
7136,71.36,-6.59594427203344e-10
7137,71.37,-6.58678895613469e-10
7138,71.38,-6.60499646100327e-10
7139,71.39,-6.60463376245612e-10
7140,71.4,-6.68280619384734e-10
7141,71.41,-6.53237761339475e-10
7142,71.42,-6.61080664957075e-10
7143,71.43,-6.59574189809257e-10
7144,71.44,-6.59803988960151e-10
7145,71.45,-6.48818365854197e-10
7146,71.46,-6.50977876567177e-10
7147,71.47,-6.49967051244332e-10
7148,71.48,-6.49746554520457e-10
7149,71.49,-6.47196326036348e-10
7150,71.5,-6.56196571704995e-10
7151,71.51,-6.61858090653956e-10
7152,71.52,-6.66498249333519e-10
7153,71.53,-6.63415096860037e-10
7154,71.54,-6.6525221949337e-10
7155,71.55,-6.63402038769142e-10
7156,71.56,-6.67218360651292e-10
7157,71.57,-6.62859310027068e-10
7158,71.58,-6.59297608900717e-10
7159,71.59,-6.58561174222659e-10
